"MISSION_DESCRIPTOR","MISSION_NAME","INSTITUTE","EVENT_ID","SAMPLE_ID","STATION","LATDEC","LONGDEC","YEAR","MONTH","DAY","TIME","DEPTH","QC","DATA_QUALITY","Chl_a_Holm-Hansen_F | Chlorophyll A","Chl_Fluor_Voltage | CHL-SENSOR insitu","conductivity_CTD | conductivity_CTD","O2_CTD_mLL | O2","O2_Winkler_Auto | O2","PAR | PAR","pH_CTD_nocal | pH","Phaeo_Holm-HansenF | Phaeophytin","Pressure | Pressure","Salinity_CTD | Salinity","Salinity_Sal_PSS | Salinity"
"74EQ24402","DY18402","BIO","004","511779","BBL_05",42.13594,-65.51319,2024,10,6,"121",60.12,"0","No quality control (QC) has been performed on this element",,,,,,,,0.10237,,,
"74EQ24402","DY18402","BIO","004","511779","BBL_05",42.13594,-65.51319,2024,10,6,"121",60.12,"1","QC has been performed; element appears to be correct",0.0387,0.17468,3.19551,5.9754,,0.11659,7.93,,60.123,32.6999,
"74EQ24402","DY18402","BIO","004","511780","BBL_05",42.13597,-65.51336,2024,10,6,"123",50.97,"1","QC has been performed; element appears to be correct",0.05629,0.21355,3.15319,6.1746,,0.11661,7.931,,50.97,32.4584,
"74EQ24402","DY18402","BIO","004","511780","BBL_05",42.13597,-65.51336,2024,10,6,"123",50.97,"0","No quality control (QC) has been performed on this element",,,,,,,,0.13328,,,
"74EQ24402","DY18402","BIO","004","511781","BBL_05",42.13598,-65.51352,2024,10,6,"124",40.32,"1","QC has been performed; element appears to be correct",0.14423,0.42511,3.15533,6.5667,,0.11678,7.963,,40.323,32.0712,
"74EQ24402","DY18402","BIO","004","511781","BBL_05",42.13598,-65.51352,2024,10,6,"124",40.32,"0","No quality control (QC) has been performed on this element",,,,,,,,0.2349,,,
"74EQ24402","DY18402","BIO","004","511782","BBL_05",42.13598,-65.51353,2024,10,6,"124",40.3,"1","QC has been performed; element appears to be correct",,0.38349,3.15552,6.5681,,0.11679,7.963,,40.301,32.07,
"74EQ24402","DY18402","BIO","004","511783","BBL_05",42.136,-65.51355,2024,10,6,"125",40.3,"1","QC has been performed; element appears to be correct",,0.42336,3.15527,6.5742,,0.11679,7.964,,40.302,32.0705,
"74EQ24402","DY18402","BIO","004","511784","BBL_05",42.13603,-65.51387,2024,10,6,"126",30.8,"1","QC has been performed; element appears to be correct",0.2421,0.54422,3.1978,6.5996,,0.1168,7.976,,30.801,31.9487,
"74EQ24402","DY18402","BIO","004","511784","BBL_05",42.13603,-65.51387,2024,10,6,"126",30.8,"0","No quality control (QC) has been performed on this element",,,,,,,,0.33772,,,
"74EQ24402","DY18402","BIO","004","511785","BBL_05",42.13605,-65.51394,2024,10,6,"126",30.13,"1","QC has been performed; element appears to be correct",,0.49936,3.19584,6.6046,,0.1168,7.976,,30.138,31.9531,
"74EQ24402","DY18402","BIO","004","511786","BBL_05",42.13613,-65.51434,2024,10,6,"128",20.58,"1","QC has been performed; element appears to be correct",1.00287,2.0712,3.81788,6.2038,,0.11693,8.092,,20.582,31.5949,
"74EQ24402","DY18402","BIO","004","511786","BBL_05",42.13613,-65.51434,2024,10,6,"128",20.58,"0","No quality control (QC) has been performed on this element",,,,,,,,0.56114,,,
"74EQ24402","DY18402","BIO","004","511787","BBL_05",42.13614,-65.51438,2024,10,6,"128",20.57,"1","QC has been performed; element appears to be correct",,2.4246,3.79601,6.2188,,0.1169,8.099,,20.579,31.6099,
"74EQ24402","DY18402","BIO","004","511788","BBL_05",42.13614,-65.51445,2024,10,6,"128",20.41,"1","QC has been performed; element appears to be correct",,2.4908,3.81711,6.2276,,0.11689,8.101,,20.418,31.5898,
"74EQ24402","DY18402","BIO","004","511789","BBL_05",42.1363,-65.51517,2024,10,6,"130",10.27,"1","QC has been performed; element appears to be correct",1.00287,1.7341,3.94823,6.0589,6.029,0.11691,8.128,,10.276,31.5941,
"74EQ24402","DY18402","BIO","004","511789","BBL_05",42.1363,-65.51517,2024,10,6,"130",10.27,"0","No quality control (QC) has been performed on this element",,,,,,,,0.33771,,,
"74EQ24402","DY18402","BIO","004","511790","BBL_05",42.13641,-65.51581,2024,10,6,"132",2.24,"1","QC has been performed; element appears to be correct",0.5111,1.1699,3.96534,6.0481,,0.16469,8.131,,2.249,31.5045,
"74EQ24402","DY18402","BIO","004","511790","BBL_05",42.13641,-65.51581,2024,10,6,"132",2.24,"0","No quality control (QC) has been performed on this element",,,,,,,,0.2238,,,
"74EQ24402","DY18402","BIO","004","511791","BBL_05",42.13644,-65.51586,2024,10,6,"132",2.14,"1","QC has been performed; element appears to be correct",,1.0124,3.96729,6.045,,0.21591,8.131,,2.142,31.5016,
"74EQ24402","DY18402","BIO","004","511792","BBL_05",42.13645,-65.51593,2024,10,6,"132",2.2,"1","QC has been performed; element appears to be correct",,1.1111,3.96813,6.0432,,0.22052,8.131,,2.206,31.5002,
"74EQ24402","DY18402","BIO","004","511793","BBL_05",42.13647,-65.51599,2024,10,6,"132",2.19,"1","QC has been performed; element appears to be correct",,1.0989,3.96772,6.0437,,0.16291,8.131,,2.197,31.4908,
"74EQ24402","DY18402","BIO","006","511795","BBL_06",42.00014,-65.51565,2024,10,6,"420",1105.58,"1","QC has been performed; element appears to be correct",,0.06428,3.32843,5.9746,6.002,,7.958,,1105.58,34.9405,34.941
"74EQ24402","DY18402","BIO","006","511796","BBL_06",42.00014,-65.51561,2024,10,6,"420",1104.1,"1","QC has been performed; element appears to be correct",,0.06279,3.32836,5.9764,,,7.957,,1104.1,34.9405,
"74EQ24402","DY18402","BIO","006","511797","BBL_06",42.00014,-65.51555,2024,10,6,"421",1103.02,"1","QC has been performed; element appears to be correct",,0.06254,3.32836,5.9784,,,7.957,,1103.025,34.9407,
"74EQ24402","DY18402","BIO","006","511798","BBL_06",42.00005,-65.51618,2024,10,6,"424",999.49,"1","QC has been performed; element appears to be correct",,0.06204,3.32368,5.9747,,,7.964,,999.491,34.9403,
"74EQ24402","DY18402","BIO","006","511799","BBL_06",41.99986,-65.51757,2024,10,6,"429",752.96,"1","QC has been performed; element appears to be correct",,0.06404,3.33302,5.8926,,,7.971,,752.968,34.9369,
"74EQ24402","DY18402","BIO","006","511800","BBL_06",41.99993,-65.51731,2024,10,6,"434",503.1,"1","QC has been performed; element appears to be correct",,0.06254,3.35767,5.5604,,,7.966,,503.1,34.8875,
"74EQ24402","DY18402","BIO","006","511801","BBL_06",41.99964,-65.51928,2024,10,6,"444",249.03,"1","QC has been performed; element appears to be correct",,0.06204,3.54685,4.4356,4.418,,7.953,,249.03,34.8143,34.816
"74EQ24402","DY18402","BIO","006","511802","BBL_06",41.99955,-65.51964,2024,10,6,"447",151.15,"1","QC has been performed; element appears to be correct",,0.06279,3.83262,4.3445,,,8.009,,151.153,35.0203,
"74EQ24402","DY18402","BIO","006","511803","BBL_06",41.99948,-65.52032,2024,10,6,"449",105.06,"1","QC has been performed; element appears to be correct",0.01407,0.06229,3.49254,5.2179,,,7.987,,105.061,34.0957,
"74EQ24402","DY18402","BIO","006","511803","BBL_06",41.99948,-65.52032,2024,10,6,"449",105.06,"0","No quality control (QC) has been performed on this element",,,,,,,,0.0234,,,
"74EQ24402","DY18402","BIO","006","511804","BBL_06",41.99918,-65.52221,2024,10,6,"456",81.14,"1","QC has been performed; element appears to be correct",0.02111,0.06154,3.4593,5.1896,,,7.975,,81.144,33.9922,
"74EQ24402","DY18402","BIO","006","511804","BBL_06",41.99918,-65.52221,2024,10,6,"456",81.14,"0","No quality control (QC) has been performed on this element",,,,,,,,0.01856,,,
"74EQ24402","DY18402","BIO","006","511805","BBL_06",41.999,-65.52329,2024,10,6,"458",60.2,"1","QC has been performed; element appears to be correct",0.02462,0.06179,3.33374,5.4747,,,7.96,,60.203,33.6216,
"74EQ24402","DY18402","BIO","006","511805","BBL_06",41.999,-65.52329,2024,10,6,"458",60.2,"0","No quality control (QC) has been performed on this element",,,,,,,,0.03489,,,
"74EQ24402","DY18402","BIO","006","511806","BBL_06",41.99889,-65.52383,2024,10,6,"500",50.43,"1","QC has been performed; element appears to be correct",0.04221,0.06254,3.20558,5.8578,,,7.951,,50.434,33.1792,
"74EQ24402","DY18402","BIO","006","511806","BBL_06",41.99889,-65.52383,2024,10,6,"500",50.43,"0","No quality control (QC) has been performed on this element",,,,,,,,0.06138,,,
"74EQ24402","DY18402","BIO","006","511807","BBL_06",41.99881,-65.52445,2024,10,6,"501",40.45,"1","QC has been performed; element appears to be correct",0.12312,0.06304,3.17805,6.2326,,,7.975,,40.451,32.9375,
"74EQ24402","DY18402","BIO","006","511807","BBL_06",41.99881,-65.52445,2024,10,6,"501",40.45,"0","No quality control (QC) has been performed on this element",,,,,,,,0.11493,,,
"74EQ24402","DY18402","BIO","006","511808","BBL_06",41.99869,-65.52496,2024,10,6,"502",30.88,"1","QC has been performed; element appears to be correct",1.06973,0.06129,3.40095,6.777,,,8.072,,30.887,32.4653,
"74EQ24402","DY18402","BIO","006","511808","BBL_06",41.99869,-65.52496,2024,10,6,"502",30.88,"0","No quality control (QC) has been performed on this element",,,,,,,,0.52221,,,
"74EQ24402","DY18402","BIO","006","511809","BBL_06",41.99868,-65.52501,2024,10,6,"502",31.09,"1","QC has been performed; element appears to be correct",,0.06055,3.44002,6.7898,,,8.079,,31.091,32.4371,
"74EQ24402","DY18402","BIO","006","511810","BBL_06",41.99861,-65.52556,2024,10,6,"504",20.41,"0","No quality control (QC) has been performed on this element",,,,,,,,0.38051,,,
"74EQ24402","DY18402","BIO","006","511810","BBL_06",41.99861,-65.52556,2024,10,6,"504",20.41,"1","QC has been performed; element appears to be correct",0.62408,0.06005,3.86078,6.3786,,,8.142,,20.418,32.4752,
"74EQ24402","DY18402","BIO","006","511811","BBL_06",41.9985,-65.52612,2024,10,6,"505",10.63,"0","No quality control (QC) has been performed on this element",,,,,,,,0.1356,,,
"74EQ24402","DY18402","BIO","006","511811","BBL_06",41.9985,-65.52612,2024,10,6,"505",10.63,"1","QC has been performed; element appears to be correct",0.2959,0.0603,4.28068,5.5509,5.653,,8.174,,10.635,32.3839,32.412
"74EQ24402","DY18402","BIO","006","511812","BBL_06",41.99837,-65.52678,2024,10,6,"506",5.12,"1","QC has been performed; element appears to be correct",0.17237,0.34313,4.26472,5.5711,,,8.174,,5.129,32.2866,
"74EQ24402","DY18402","BIO","006","511812","BBL_06",41.99837,-65.52678,2024,10,6,"506",5.12,"0","No quality control (QC) has been performed on this element",,,,,,,,0.05026,,,
"74EQ24402","DY18402","BIO","006","511813","BBL_06",41.99837,-65.52682,2024,10,6,"506",4.02,"1","QC has been performed; element appears to be correct",,0.3521,4.26204,5.5792,,,8.173,,4.025,32.2801,
"74EQ24402","DY18402","BIO","006","511814","BBL_06",41.99955,-65.51966,2024,10,6,"447",149.48,"1","QC has been performed; element appears to be correct",,0.06105,3.83332,4.3576,,,8.01,,149.486,35.0192,
"74EQ24402","DY18402","BIO","009","511816","BBL_07",41.86655,-65.34997,2024,10,6,"852",1888.9,"1","QC has been performed; element appears to be correct",,0.07326,3.31146,6.0766,6.152,,,,1888.907,34.9437,34.943
"74EQ24402","DY18402","BIO","009","511817","BBL_07",41.86655,-65.34997,2024,10,6,"902",1499.65,"1","QC has been performed; element appears to be correct",,0.07326,3.31108,6.1072,,,,,1499.658,34.9402,34.94
"74EQ24402","DY18402","BIO","009","511818","BBL_07",41.86655,-65.34997,2024,10,6,"902",1499.17,"1","QC has been performed; element appears to be correct",,0.07326,3.31105,6.1101,,,,,1499.17,34.9402,
"74EQ24402","DY18402","BIO","009","511819","BBL_07",41.86655,-65.34997,2024,10,6,"913",1005,"1","QC has been performed; element appears to be correct",,0.07326,3.31902,6.0267,,,,,1005.001,34.9497,
"74EQ24402","DY18402","BIO","009","511820","BBL_07",41.86653,-65.34997,2024,10,6,"920",753.43,"1","QC has been performed; element appears to be correct",,0.0735,3.3412,5.862,,,,,753.43,34.9389,
"74EQ24402","DY18402","BIO","009","511821","BBL_07",41.86641,-65.35002,2024,10,6,"926",499.84,"1","QC has been performed; element appears to be correct",,0.08073,3.36603,5.3961,,,,,499.846,34.8427,
"74EQ24402","DY18402","BIO","009","511822","BBL_07",41.86623,-65.35002,2024,10,6,"1044",248.45,"1","QC has been performed; element appears to be correct",,0.07625,3.69211,4.1065,4.117,,,,248.458,34.9606,
"74EQ24402","DY18402","BIO","009","511823","BBL_07",41.86536,-65.34963,2024,10,6,"1049",151.76,"1","QC has been performed; element appears to be correct",,0.06055,3.8987,4.3451,,,,,151.765,35.0812,
"74EQ24402","DY18402","BIO","009","511824","BBL_07",41.86451,-65.34935,2024,10,6,"1053",101.67,"1","QC has been performed; element appears to be correct",0.02111,0.06055,3.81289,5.0687,,,,,101.67,34.7129,
"74EQ24402","DY18402","BIO","009","511824","BBL_07",41.86451,-65.34935,2024,10,6,"1053",101.67,"0","No quality control (QC) has been performed on this element",,,,,,,,0.02077,,,
"74EQ24402","DY18402","BIO","009","511825","BBL_07",41.86371,-65.34916,2024,10,6,"1057",80.68,"1","QC has been performed; element appears to be correct",0.04573,0.05955,3.75935,5.4129,,,,,80.68,34.4348,
"74EQ24402","DY18402","BIO","009","511825","BBL_07",41.86371,-65.34916,2024,10,6,"1057",80.68,"0","No quality control (QC) has been performed on this element",,,,,,,,0.06668,,,
"74EQ24402","DY18402","BIO","009","511826","BBL_07",41.86366,-65.34916,2024,10,6,"1057",80.45,"1","QC has been performed; element appears to be correct",,0.06154,3.76038,5.4027,,,,,80.454,34.4376,
"74EQ24402","DY18402","BIO","009","511827","BBL_07",41.86361,-65.34914,2024,10,6,"1058",81.21,"1","QC has been performed; element appears to be correct",,0.06055,3.76045,5.4033,,,,,81.212,34.4401,
"74EQ24402","DY18402","BIO","009","511828","BBL_07",41.86279,-65.34903,2024,10,6,"1102",60.84,"1","QC has been performed; element appears to be correct",1.96117,0.06254,3.68983,6.591,,,,,60.845,33.4574,
"74EQ24402","DY18402","BIO","009","511828","BBL_07",41.86279,-65.34903,2024,10,6,"1102",60.84,"0","No quality control (QC) has been performed on this element",,,,,,,,0.63621,,,
"74EQ24402","DY18402","BIO","009","511829","BBL_07",41.86255,-65.34902,2024,10,6,"1105",51.35,"1","QC has been performed; element appears to be correct",0.47344,0.06055,4.20596,5.9086,,,,,51.356,32.7012,
"74EQ24402","DY18402","BIO","009","511829","BBL_07",41.86255,-65.34902,2024,10,6,"1105",51.35,"0","No quality control (QC) has been performed on this element",,,,,,,,0.20078,,,
"74EQ24402","DY18402","BIO","009","511830","BBL_07",41.86215,-65.34895,2024,10,6,"1108",40.75,"1","QC has been performed; element appears to be correct",0.17237,0.06105,4.3303,5.4976,,,,,40.756,32.5044,
"74EQ24402","DY18402","BIO","009","511830","BBL_07",41.86215,-65.34895,2024,10,6,"1108",40.75,"0","No quality control (QC) has been performed on this element",,,,,,,,0.05907,,,
"74EQ24402","DY18402","BIO","009","511831","BBL_07",41.86067,-65.34866,2024,10,6,"1111",30.86,"0","No quality control (QC) has been performed on this element",,,,,,,,0.05068,,,
"74EQ24402","DY18402","BIO","009","511831","BBL_07",41.86067,-65.34866,2024,10,6,"1111",30.86,"1","QC has been performed; element appears to be correct",0.16534,0.05905,4.33308,5.4888,,,,,30.861,32.4999,
"74EQ24402","DY18402","BIO","009","511832","BBL_07",41.85987,-65.34852,2024,10,6,"1113",21.28,"1","QC has been performed; element appears to be correct",0.16006,0.06329,4.33276,5.4933,,,,,21.287,32.4999,
"74EQ24402","DY18402","BIO","009","511832","BBL_07",41.85987,-65.34852,2024,10,6,"1113",21.28,"0","No quality control (QC) has been performed on this element",,,,,,,,0.04714,,,
"74EQ24402","DY18402","BIO","009","511833","BBL_07",41.85987,-65.34852,2024,10,6,"1113",21.09,"1","QC has been performed; element appears to be correct",,0.06005,4.33264,5.4874,,,,,21.098,32.4999,
"74EQ24402","DY18402","BIO","009","511834","BBL_07",41.85987,-65.34852,2024,10,6,"1114",20.73,"1","QC has been performed; element appears to be correct",,0.06129,4.33264,5.4908,,,,,20.73,32.4999,
"74EQ24402","DY18402","BIO","009","511835","BBL_07",41.85863,-65.34832,2024,10,6,"1118",10.71,"1","QC has been performed; element appears to be correct",0.16006,0.06055,4.33169,5.4912,5.4775,,,,10.71,32.4991,32.497
"74EQ24402","DY18402","BIO","009","511835","BBL_07",41.85863,-65.34832,2024,10,6,"1118",10.71,"0","No quality control (QC) has been performed on this element",,,,,,,,0.05816,,,
"74EQ24402","DY18402","BIO","009","511836","BBL_07",41.85704,-65.34807,2024,10,6,"1120",6.43,"0","No quality control (QC) has been performed on this element",,,,,,,,0.04449,,,
"74EQ24402","DY18402","BIO","009","511836","BBL_07",41.85704,-65.34807,2024,10,6,"1120",6.43,"1","QC has been performed; element appears to be correct",0.1583,0.06154,4.33081,5.4915,,,,,6.437,32.4975,
"74EQ24402","DY18402","BIO","009","511837","BBL_07",41.85699,-65.34805,2024,10,6,"1121",6.05,"1","QC has been performed; element appears to be correct",,0.06304,4.33069,5.4906,,,,,6.053,32.4975,
"74EQ24402","DY18402","BIO","009","511838","BBL_07",41.85695,-65.34805,2024,10,6,"1121",6.43,"1","QC has been performed; element appears to be correct",,0.0608,4.33067,5.491,,,,,6.439,32.4972,
"74EQ24402","DY18402","BIO","009","511839","BBL_07",41.85687,-65.34805,2024,10,6,"1121",5.32,"1","QC has been performed; element appears to be correct",,0.06204,4.33093,5.4912,,,,,5.327,32.4974,
"74EQ24402","DY18402","BIO","013","511841","BBL_04",42.44981,-65.48329,2024,10,6,"2025",94.45,"1","QC has been performed; element appears to be correct",0.03518,0.16645,3.30504,5.8328,5.844,0.11656,7.937,,94.459,32.8216,32.82
"74EQ24402","DY18402","BIO","013","511841","BBL_04",42.44981,-65.48329,2024,10,6,"2025",94.45,"0","No quality control (QC) has been performed on this element",,,,,,,,0.10369,,,
"74EQ24402","DY18402","BIO","013","511842","BBL_04",42.44981,-65.48331,2024,10,6,"2025",95,"1","QC has been performed; element appears to be correct",,0.16446,3.30493,5.8303,,0.11651,7.937,,95.007,32.8189,
"74EQ24402","DY18402","BIO","013","511843","BBL_04",42.44979,-65.48331,2024,10,6,"2025",94.55,"1","QC has been performed; element appears to be correct",,0.17891,3.30496,5.8327,,0.11653,7.937,,94.554,32.8199,
"74EQ24402","DY18402","BIO","013","511844","BBL_04",42.44981,-65.48331,2024,10,6,"2028",81.66,"1","QC has been performed; element appears to be correct",0.04573,0.16421,3.30309,5.8753,,0.11662,7.941,,81.668,32.7329,
"74EQ24402","DY18402","BIO","013","511844","BBL_04",42.44981,-65.48331,2024,10,6,"2028",81.66,"0","No quality control (QC) has been performed on this element",,,,,,,,0.11077,,,
"74EQ24402","DY18402","BIO","013","511845","BBL_04",42.44979,-65.48329,2024,10,6,"2029",81.21,"1","QC has been performed; element appears to be correct",,0.16795,3.30303,5.8655,,0.11656,7.941,,81.211,32.723,
"74EQ24402","DY18402","BIO","013","511846","BBL_04",42.44981,-65.4833,2024,10,6,"2032",61.56,"1","QC has been performed; element appears to be correct",0.13367,0.31821,3.33838,6.0775,,0.11672,7.964,,61.563,32.3128,
"74EQ24402","DY18402","BIO","013","511846","BBL_04",42.44981,-65.4833,2024,10,6,"2032",61.56,"0","No quality control (QC) has been performed on this element",,,,,,,,0.1661,,,
"74EQ24402","DY18402","BIO","013","511847","BBL_04",42.4498,-65.48329,2024,10,6,"2034",51.69,"1","QC has been performed; element appears to be correct",0.31204,0.57711,3.44966,6.1962,,0.11679,7.998,,51.692,32.0167,
"74EQ24402","DY18402","BIO","013","511847","BBL_04",42.4498,-65.48329,2024,10,6,"2034",51.69,"0","No quality control (QC) has been performed on this element",,,,,,,,0.3487,,,
"74EQ24402","DY18402","BIO","013","511848","BBL_04",42.44981,-65.48329,2024,10,6,"2035",41,"1","QC has been performed; element appears to be correct",0.47344,0.79764,3.61827,6.1786,,0.37812,8.043,,41.005,31.7538,
"74EQ24402","DY18402","BIO","013","511848","BBL_04",42.44981,-65.48329,2024,10,6,"2035",41,"0","No quality control (QC) has been performed on this element",,,,,,,,0.43002,,,
"74EQ24402","DY18402","BIO","013","511849","BBL_04",42.44969,-65.48321,2024,10,6,"2037",30.49,"1","QC has been performed; element appears to be correct",0.6994,1.384,3.69348,6.1858,,1.4036,8.064,,30.492,31.6425,
"74EQ24402","DY18402","BIO","013","511849","BBL_04",42.44969,-65.48321,2024,10,6,"2037",30.49,"0","No quality control (QC) has been performed on this element",,,,,,,,0.46026,,,
"74EQ24402","DY18402","BIO","013","511850","BBL_04",42.44966,-65.48316,2024,10,6,"2037",31.19,"1","QC has been performed; element appears to be correct",,1.1201,3.69286,6.1905,,1.2883,8.065,,31.197,31.6422,
"74EQ24402","DY18402","BIO","013","511851","BBL_04",42.44936,-65.48295,2024,10,6,"2039",21.12,"1","QC has been performed; element appears to be correct",0.98058,1.6247,3.90548,6.0724,,6.3216,8.109,,21.126,31.4226,
"74EQ24402","DY18402","BIO","013","511851","BBL_04",42.44936,-65.48295,2024,10,6,"2039",21.12,"0","No quality control (QC) has been performed on this element",,,,,,,,0.49964,,,
"74EQ24402","DY18402","BIO","013","511852","BBL_04",42.44884,-65.48251,2024,10,6,"2041",11.82,"1","QC has been performed; element appears to be correct",1.06973,0.95487,3.98922,5.9276,5.901,18.721,8.122,,11.828,31.2998,31.274
"74EQ24402","DY18402","BIO","013","511852","BBL_04",42.44884,-65.48251,2024,10,6,"2041",11.82,"0","No quality control (QC) has been performed on this element",,,,,,,,0.52221,,,
"74EQ24402","DY18402","BIO","013","511853","BBL_04",42.44795,-65.48178,2024,10,6,"2043",6.77,"0","No quality control (QC) has been performed on this element",,,,,,,,0.17783,,,
"74EQ24402","DY18402","BIO","013","511853","BBL_04",42.44795,-65.48178,2024,10,6,"2043",6.77,"1","QC has been performed; element appears to be correct",0.46268,0.82804,3.99202,5.9207,,28.171,8.123,,6.778,31.2421,
"74EQ24402","DY18402","BIO","013","511854","BBL_04",42.44784,-65.48168,2024,10,6,"2044",6.01,"1","QC has been performed; element appears to be correct",,0.83327,3.99161,5.9285,,30.287,8.123,,6.018,31.2418,
"74EQ24402","DY18402","BIO","013","511855","BBL_04",42.44781,-65.48164,2024,10,6,"2044",6.55,"1","QC has been performed; element appears to be correct",0.23569,0.79714,3.99155,5.9243,,27.196,8.123,,6.554,31.2414,
"74EQ24402","DY18402","BIO","013","511855","BBL_04",42.44781,-65.48164,2024,10,6,"2044",6.55,"0","No quality control (QC) has been performed on this element",,,,,,,,0.0729,,,
"74EQ24402","DY18402","BIO","015","511857","BBL_03",42.75969,-65.48379,2024,10,6,"2351",93.32,"1","QC has been performed; element appears to be correct",0.03342,0.13481,3.11932,5.8303,5.765,0.1165,7.895,,93.324,32.7369,32.735
"74EQ24402","DY18402","BIO","015","511857","BBL_03",42.75969,-65.48379,2024,10,6,"2351",93.32,"0","No quality control (QC) has been performed on this element",,,,,,,,0.07459,,,
"74EQ24402","DY18402","BIO","015","511858","BBL_03",42.75969,-65.48379,2024,10,6,"2353",79.11,"1","QC has been performed; element appears to be correct",0.05628,0.17742,3.0559,6.1859,,0.11652,7.909,,79.115,32.4581,
"74EQ24402","DY18402","BIO","015","511858","BBL_03",42.75969,-65.48379,2024,10,6,"2353",79.11,"0","No quality control (QC) has been performed on this element",,,,,,,,0.08919,,,
"74EQ24402","DY18402","BIO","015","511859","BBL_03",42.75969,-65.48379,2024,10,6,"2354",78.93,"1","QC has been performed; element appears to be correct",,0.17617,3.05421,6.196,,0.11657,7.91,,78.938,32.4482,
"74EQ24402","DY18402","BIO","015","511860","BBL_03",42.75968,-65.48377,2024,10,6,"2354",79.27,"1","QC has been performed; element appears to be correct",,0.1839,3.05353,6.203,,0.11652,7.911,,79.272,32.4433,
"74EQ24402","DY18402","BIO","015","511861","BBL_03",42.75969,-65.48379,2024,10,6,"2356",59.99,"1","QC has been performed; element appears to be correct",0.0897,0.26339,3.02291,6.5312,,0.1167,7.931,,59.99,32.1759,
"74EQ24402","DY18402","BIO","015","511861","BBL_03",42.75969,-65.48379,2024,10,6,"2356",59.99,"0","No quality control (QC) has been performed on this element",,,,,,,,0.14394,,,
"74EQ24402","DY18402","BIO","015","511862","BBL_03",42.75968,-65.48378,2024,10,6,"2358",49.23,"1","QC has been performed; element appears to be correct",0.14423,0.33764,3.07263,6.753,,0.11678,7.962,,49.234,31.8787,
"74EQ24402","DY18402","BIO","015","511862","BBL_03",42.75968,-65.48378,2024,10,6,"2358",49.23,"0","No quality control (QC) has been performed on this element",,,,,,,,0.18861,,,
"74EQ24402","DY18402","BIO","015","511863","BBL_03",42.75968,-65.48379,2024,10,7,"0",40.6,"1","QC has been performed; element appears to be correct",0.17765,0.41888,3.1336,6.7766,,0.1168,7.987,,40.609,31.7271,
"74EQ24402","DY18402","BIO","015","511863","BBL_03",42.75968,-65.48379,2024,10,7,"0",40.6,"0","No quality control (QC) has been performed on this element",,,,,,,,0.25879,,,
"74EQ24402","DY18402","BIO","015","511864","BBL_03",42.75968,-65.48379,2024,10,7,"0",41.44,"1","QC has been performed; element appears to be correct",,0.39072,3.14643,6.7937,,0.1168,7.986,,41.442,31.6927,
